task_id,composition,band_gap
mp-1197599,Ag2Sn(S2O7)3,2.4602000000000004
mp-10963,Ag2SnHgSe4,0.0008000000000001339
mp-1193238,Ag2Te(H2O3)2,0.7401
mp-1190916,Ag2Te3Mo3O16,2.1233000000000004
mp-1197464,Ag2Te4MoO12,2.1124000000000005
mp-561380,Ag2Te4O11,1.1402
mp-18068,Ag2TeO3,1.6253000000000002
mp-558768,Ag2TeO4,0.00010000000000021103
mp-29163,Ag2TeS3,1.2999
mp-32537,Ag2W2O7,1.9576
mp-504466,Ag2WO4,2.0499
mp-990091,Ag2WS4,0.8692999999999997
mp-685586,Ag3(Bi2Br3)7,0.014299999999999981
mp-9538,Ag3AsS4,0.3498999999999999
mp-34460,Ag3AuS2,1.5412
mp-3172,Ag3AuSe2,0.02610000000000001
mp-1229183,Ag3AuSeS,0.09190000000000033
mp-1194638,Ag3B5O9,1.7951999999999997
mp-561550,Ag3BO3,0.8717000000000001
mp-1229165,Ag3Bi7S12,0.9070999999999998
mp-1120715,Ag3BiBr6,0.22399999999999998
mp-505145,Ag3BiO3,1.5250000000000004
mp-1229212,Ag3C(NO2)3,2.5441000000000003
mp-562248,Ag3CS(NO2)3,2.0935
mp-562412,Ag3F8,0.3233999999999999
mp-17862,Ag3Ge5P6,0.5381
mp-695941,Ag3H13SeN4O5,1.9349
mp-1214986,Ag3Mo3AsO13,1.7754
mp-562667,Ag3N5O6,2.1573
mp-27821,Ag3P11,0.8255999999999997
mp-1199654,Ag3P3O10,0.08089999999999997
mp-1229128,Ag3PO4,0.3353000000000001
mp-12459,Ag3PS4,0.9914
mp-30908,Ag3PSe4,0.1682999999999999
mp-1201018,Ag3S4(O3F)4,0.08479999999999999
mp-36600,Ag3SBr,0.3943000000000001
mp-22995,Ag3SI,0.5324999999999998
mp-1215087,Ag3SI3,0.3371999999999993
mp-556747,Ag3SNO3,1.0637000000000003
mp-1202934,Ag3SbO4,0.02629999999999999
mp-1215084,Ag3SbTe6,0.16339999999999932
mp-6476,Ag3SeNO3,0.5563
mp-17568,Ag3Sn2(GeP2)3,0.24489999999999945
mp-29849,Ag3SnP7,0.5080999999999998
mp-5710,Ag3Te2Au,0.1767000000000003
mp-1229219,Ag3Te32Au13,0.05959999999999965
mp-684006,Ag3TeIO4,0.1964999999999999
mp-28996,Ag4Bi2O5,1.6389000000000005
mp-1229155,Ag4Hg4S4BrCl3,1.0404
mp-542199,Ag4HgGe2S7,0.4522
mp-579107,Ag4Mo2Se3O16,1.6559
mp-27482,Ag4P2S7,1.6476000000000002
mp-553924,Ag4PIO4,0.6932
mp-560947,Ag4S(NO)2,0.6701999999999999
mp-556570,Ag4Se(IO2)2,0.7545000000000002
mp-1229187,Ag4Sn2(HgSe3)3,0.04960000000000009
mp-1195808,Ag4Sn3S8,0.22440000000000013
mp-1182984,Ag4Te(PO7)2,0.049700000000000084
mp-554357,Ag4TeO5,0.0041999999999999815
mp-1199607,Ag4TeSO4,0.6736
mp-28812,Ag5BiO4,1.459
mp-29536,Ag5CF4,1.9277
mp-5563,Ag5GeO4,0.6784999999999999
mp-568540,Ag5Hg4P8Cl5,0.977
mp-1194068,Ag5HgSbO6,0.0045000000000001705
mp-559847,Ag5P(S2Cl)2,1.2617999999999996
mp-1191916,Ag5PSeO4,0.3362999999999996
mp-4004,Ag5SbS4,0.5920000000000001
mp-1215016,Ag5Te2Br,0.1938999999999997
mp-573465,Ag5Te2Cl,0.9584
mp-1191803,Ag5TePO4,0.5011000000000001
mp-1229181,Ag6Au2Se3S,0.03460000000000018
mp-1214970,Ag6Ge(S2Br)2,0.5507000000000002
mp-1214971,Ag6Ge(S2Cl)2,0.6021999999999998
mp-15487,Ag6Ge2O7,0.009700000000000042
mp-1229218,Ag6Hg(P10I)2,1.0281000000000002
mp-1229209,Ag6HgGeSe6,0.008099999999999996
mp-504579,Ag6Mo10O33,1.9973
mp-566886,Ag6Mo2ClO7F3,1.5595
mp-1229145,Ag6SbAsS6,1.3459999999999999
mp-1197642,Ag6Sn3(S5N)2,0.04059999999999997
mp-1204185,Ag6Te4W3O20,2.504900000000001
mp-531125,Ag7(PbO3)3,0.04939999999999989
mp-683910,Ag7P3S11,1.3805999999999998
mp-1197032,Ag7PS6,0.9064
mp-8594,Ag7PSe6,0.4411999999999998
mp-766328,Ag7Sb9O25,0.3775000000000004
mp-679950,Ag8Ge3O10,0.08620000000000005
mp-685969,Ag8GeTe6,0.0387000000000004
mp-1229180,Ag8Sb5As3S16,1.0169999999999997
mp-15645,Ag8SnS6,0.5350999999999999
mp-651048,Ag9(BiO3)2,0.5562
mp-1229182,Ag9Ge2NO11,0.07610000000000006
mp-1195618,Ag9P14(OF)28,0.04720000000000002
mp-556837,AgAs(S8F3)2,2.7366
mp-1191037,AgAs(SeF2)3,1.6566999999999998
mp-557631,AgAs(XeF5)2,1.4322
mp-985701,AgAs3H2O9,0.8247
mp-554710,AgAsC4S8(N2F3)2,2.6151
mp-37153,AgAsF6,1.6806
mp-997022,AgAsO2,2.3735
mp-1178563,AgAsO3,0.2826
mp-22665,AgAsPbS3,1.3834
mp-984714,AgAsS,0.5333000000000001
mp-1196797,AgAsS16N16(O4F3)2,1.8435
mp-649756,AgAsS6N4(OF3)2,1.8583
mp-985442,AgAsSe,0.24490000000000034
mp-1229194,AgAu(IO3)4,1.2449
mp-570340,AgAuCl4,0.8005
mp-16060,AgAuF4,1.0606
mp-1196161,AgAuF7,0.3450000000000002
mp-996983,AgAuO2,0.9044000000000004
mp-776165,AgAuO3,0.24230000000000015
mp-37920,AgAuS2,0.21299999999999966
mp-10413,AgB(CN)4,4.2761
mp-738633,AgB10H26C6N,3.8864
mp-1204520,AgB10P2H40C15NCl2O3,1.9977
mp-703539,AgB11H6CBr6,3.2973
mp-1194753,AgB3O5,2.3334
mp-12021,AgBF4,3.3403
mp-24058,AgBH2OF4,3.0439999999999996
mp-759882,AgBH8C4(N2F)4,3.7801
mp-1215142,AgBHC12(NF2)9,3.4749
mp-559803,AgBO2,1.1604
mp-559834,AgBTe4C(OF4)5,2.5132000000000003
mp-557494,AgBTe4C2(O3F10)2,2.8863000000000003
mp-1195262,AgBi(IO3)4,2.4069000000000003
mp-556434,AgBi(PS3)2,1.1797000000000004
mp-569126,AgBi(PSe3)2,1.2778
mp-1192345,AgBi(WO4)2,2.9972000000000003
mp-28965,AgBi2F12,0.39680000000000026
mp-558368,AgBi2S3Cl,0.7821000000000007
mp-569939,AgBi2Se3Cl,0.5499999999999998
mp-1229202,AgBi3PbS6,0.6500000000000004
mp-23474,AgBi3S5,0.5219999999999994
mp-35909,AgBiI4,0.9912
mp-996969,AgBiO2,1.4174000000000002
mp-1229121,AgBiPbS3,0.08429999999999982
mp-556094,AgBiSCl2,1.0686999999999998
mp-29656,AgBiTe2,0.13320000000000046
mp-1096805,AgBrO2,0.7656000000000001
mp-1178562,AgBrO3,2.3843
mp-756139,AgBrO4,0.6304000000000001
mp-567459,AgC2N3,3.7313
mp-650510,AgC3N3O,1.5118
mp-1183029,AgC3N3O2,2.3561
mp-1214977,AgC4(BrO)2,2.5342
mp-29672,AgC4N3,3.4675
mp-1189890,AgC4NCl2,0.015099999999999891
mp-561205,AgC4OF9,2.3671
mp-9519,AgCN,3.6446
mp-560460,AgCN3O2,2.4484000000000004
mp-6781,AgCNO,3.0511
mp-5282,AgCO2,2.3379000000000003
mp-1200256,AgCS2(O2F)3,3.2978
mp-562550,AgCSN,2.2797
mp-996984,AgClO2,0.5683
mp-775761,AgClO3,2.925
mp-22993,AgClO4,2.6059
mp-18536,AgF3,0.14480000000000004
mp-1096804,AgH,0.8529999999999998
mp-1204384,AgH10S8N8ClO6,0.20210000000000009
mp-560182,AgH11C4(SO)3,3.4244
mp-1196463,AgH12C4S2N5O3,2.8863
mp-698405,AgH12C4S5N,1.8217
mp-1200633,AgH12C4Se5N,1.1115
mp-560619,AgH12C6N5O3,2.8931
mp-1200476,AgH14C3S3N6ClO,2.9655
mp-1199390,AgH20S6N5O9,3.2328
mp-1202475,AgH24C9S3N6ClO4,3.2789
mp-707277,AgH2C2N3O,3.2954
mp-1215075,AgH2C7O3F5,2.821
mp-24053,AgH2ClO5,2.8242
mp-697268,AgH2SNO3,2.8033
mp-1205047,AgH36C15S3N6Cl,3.46
mp-849798,AgH36S8Br2(N3O4)3,3.1716
mp-1196199,AgH36S8I2(N3O4)3,3.1391
mp-1200371,AgH36S8N11O18,2.3642000000000003
mp-1102571,AgH3BrN,2.46
mp-707364,AgH3CN3O4,0.8278
mp-769355,AgH3O2,1.0711
mp-1201812,AgH4CSN2Cl,2.6033
mp-643431,AgH4WS4N,1.7101
mp-24072,AgH5S2O9,3.5225000000000004
mp-1202721,AgH6C2N5O4,1.9749
mp-698351,AgH6C4(NO)2,2.3857
mp-1204011,AgH7CN8O7,2.273
mp-1205234,AgH8C3S2ClO4,3.4561
mp-1200006,AgH8C3S2NO3,2.8782
mp-759408,AgH8C4N8F,3.8125
mp-605808,AgH8C4S3(OF)3,3.4096
mp-559423,AgH8C5S2O2F3,3.2201
mp-605676,AgH8C7S2O2F7,3.1657
mp-769295,AgH8O5,0.29179999999999995
mp-555250,AgH9C7S2(OF)4,3.1297
mp-769296,AgH9O5,2.0934
mp-558188,AgHg2AsO4,0.7385999999999999
mp-560443,AgHg2NO5,0.5517
mp-556798,AgHg2PO4,1.1862999999999997
mp-567890,AgHg3As2Cl3,0.9148
mp-12362,AgHg3SbO6,0.7092999999999998
mp-6215,AgHgAsS3,1.1980000000000004
mp-560067,AgHgSBr,1.2604
mp-23140,AgHgSI,1.3584
mp-33154,AgI2,0.024599999999999955
mp-1194592,AgI3O8,2.2958
mp-27384,AgIO3,2.4375
mp-30037,AgIO4,0.0964999999999998
mp-19467,AgMo3P3O16,1.5694
mp-603983,AgMo4H22C8(NO5)3,2.1441
mp-680482,AgMo6Br13,2.0137
mp-1214988,AgMo6Cl13,2.2856
mp-1229143,AgMoAsO6,2.05
mp-1103149,AgMoH4S4N,1.3130000000000002
mp-19569,AgMoPO6,2.0962
mp-644729,AgN3O4,1.9626
mp-996960,AgNO2,1.4209999999999998
mp-552185,AgNO3,1.8539
mp-1189095,AgP(NO)2,1.1185
mp-1194585,AgP(OF)2,1.9544
mp-554766,AgP(XeF5)2,1.3216
mp-8200,AgP2,0.6555
mp-1183028,AgP2H8SN7O2,3.4466
mp-34418,AgPF6,3.236
mp-1201487,AgPHNO2,2.1804
mp-18702,AgPO3,2.0246000000000004
mvc-9679,AgPO4,0.0006999999999999992
mp-5470,AgPS3,1.3119999999999998
mp-621612,AgPb2Br5,1.9374
mp-560923,AgPb4ClO4,2.4101000000000004
mp-559470,AgPbBrO,0.5365999999999997
mp-1206101,AgPbF6,0.15200000000000016
mp-997019,AgPbO2,0.0230999999999999
mp-31215,AgPdF6,0.2169000000000001
mp-997006,AgPtO2,0.3843000000000001
mp-1018033,AgRhO2,0.7869999999999999
mp-1202574,AgS2(O3F)2,0.1714
mp-1183030,AgS8N9(ClO6)2,0.05430000000000002
mp-1229081,AgSb(PbS2)2,0.7869999999999999
mp-559602,AgSb(S8F3)2,2.7422
mp-1202255,AgSb(SeF3)2,1.1976
mp-1229237,AgSb(Te8Pb7)2,0.7008000000000001
mp-14653,AgSb2F12,0.5386999999999997
mp-1199846,AgSb3IF24,0.2660999999999998
mp-1198276,AgSb3PbS6,1.1162999999999998
mp-556201,AgSbC2N2(ClF3)2,3.637
mp-640564,AgSbC6N4(OF3)2,1.4559
mp-3414,AgSbF6,1.7672
mp-690698,AgSbH2C2(NF3)2,2.8326
mp-1215022,AgSbO12,0.1165
mp-545999,AgSbO3,0.10780000000000013
mp-560848,AgSbPbS3,1.0831
mp-1199019,AgSbS(OF3)2,2.5724
mp-555028,AgSbTe6S16(OF5)6,0.8025
mp-569052,AgSe3I,1.3964
mp-10809,AgSnF6,0.43499999999999983
mp-570431,AgTe3I,1.0025
mp-559562,AgTeNO5,2.0141
mp-559257,AgTeO3,1.4211
mp-29718,AgW3Br7,2.6908000000000003
mp-1214992,AgW6CCl18,0.07840000000000025
mp-28586,AgXeF9,1.5421999999999998
mp-675325,Al(Ag3S2)3,0.7057
mp-569787,Al(BH4)3,6.2431
mp-1198361,Al(BiCl)4,1.4544
mvc-14843,Al(BiO3)3,0.29620000000000024
mp-1229076,Al(CN)3,5.0955
mp-1188939,Al(ClO2)3,2.5054
mp-1044963,Al(FeO2)3,1.2643
mp-27540,Al(HO)3,4.9963
mp-672352,Al(ICl2)3,1.7106
mp-555903,Al(IO3)3,3.3350000000000004
mp-554868,Al(MoS2)4,0.11579999999999925
mp-1215079,Al(NF3)4,0.038000000000000034
mp-1183036,Al(NO6)3,0.2424999999999997
mp-1096807,Al(OF)3,0.6562000000000001
mp-1019377,Al(PO3)3,5.8176
mp-683984,Al(SeCl)4,1.1038
mp-574529,Al(SeCl2)2,1.3809
mp-1196937,Al(SiO3)2,0.4935000000000001
mp-540628,Al(TeCl2)2,1.3285
mp-1047756,Al(WF5)3,3.003
mp-28499,Al10Ge2O19,2.1205
mp-28503,Al10Si2O19,3.381
mp-760795,Al10ZnO16,4.2410000000000005
mp-1183021,Al11(PO4)12,0.060100000000000035
mp-849760,Al11AgO17,3.196
mp-766248,Al11InO17,3.7209999999999988
mp-675682,Al11NO15,4.052200000000001
mp-758571,Al11TlO17,4.5851000000000015
mp-757333,Al12PbO19,4.518599999999998
mp-677726,Al12Si12Ag16S5O48,0.0014999999999998348
mp-1096823,Al12ZnS19,0.0248999999999997
mp-28790,Al13(TlS7)3,3.1191
mp-534982,Al13Si5H14Cl(O17F2)2,3.8563
mp-706657,Al13Si5H18ClO38,4.2833000000000006
mp-766067,Al15Fe9O32,1.6422
mp-675472,Al17(NO7)3,4.033499999999999
mp-18663,Al17(SiPd2)4,0.013799999999999812
mp-761414,Al19CrO30,3.9272
mp-1029975,Al2(CN2)3,2.8366
mp-29110,Al2(FeSi)3,0.2298000000000009
mp-579296,Al2(MoO4)3,3.783
mp-1193708,Al2(PS3)3,2.2215000000000003
mp-4417,Al2(SO4)3,6.0272
mp-756970,Al2(SeO4)3,3.0578000000000003
mp-556505,Al2(WO4)3,4.7523
mp-1228987,Al2(ZnS2)3,2.4712
mp-674298,Al22CdO34,2.2583999999999995
mp-530984,Al22PbO34,3.595
mp-697313,Al24Tl10Cd7(SiO4)24,2.6653
mp-1215157,Al27V,0.2945
mp-1194539,Al2Ag2Bi2S3Cl8,1.8941
mp-572634,Al2AgCl5O,3.4407
mp-1199198,Al2B3HO8,5.5493
mp-1197319,Al2Bi7Ru(BrCl4)2,1.2798999999999998
mp-557737,Al2BiS4,2.6365
mp-571623,Al2BiSe4,2.2379
mp-772624,Al2CO,2.662799999999999
mp-686541,Al2Cd(Si5O12)2,2.3774
mp-1214967,Al2Cd3(GeO4)3,2.1972
mp-14047,Al2Cd3(SiO4)3,2.9523
mp-1214910,Al2CdBr8,2.9106
mp-28361,Al2CdCl8,3.7046
mp-36866,Al2CdO4,2.676
mp-5928,Al2CdS4,2.7263
mp-3159,Al2CdSe4,2.0047
mp-7909,Al2CdTe4,1.6245000000000005
mvc-14766,Al2Co2O7,0.44039999999999946
mp-19552,Al2Co3(SiO4)3,2.9508
mp-1229034,Al2Co3GeO8,0.2984
mp-540759,Al2CoCl8,0.3251
mp-36447,Al2CoO4,3.0024000000000006
mp-1204067,Al2CoP3NO14,0.1059
mp-1095887,Al2CoRh,0.17029999999999967
mvc-4351,Al2Cr3(SiO4)3,2.2963000000000005
mp-1228975,Al2Cr3CuS8,0.2410000000000005
mp-607399,Al2CrCl8,0.8876
mp-773505,Al2CrO5,0.7300000000000004
mp-1195160,Al2Cu2Bi2S3Cl8,1.2613999999999996
mp-1154457,Al2Cu3(SiO4)3,0.06840000000000046
mp-23434,Al2CuCl8,0.5592999999999999
mp-530977,Al2CuO4,0.008000000000000007
mp-1093967,Al2CuRh,0.2084999999999999
mp-557084,Al2CuSi2O7F2,0.6347999999999998
mp-1229226,Al2CuSi2O8F,0.2555000000000001
mp-1229078,Al2Fe(PO4)3,3.0262
mp-1197991,Al2Fe(PO8)2,0.3488
mp-1202735,Al2Fe(PO9)2,0.000399999999999956
mp-1198093,Al2Fe(SiO5)2,0.03710000000000013
mp-1229026,Al2Fe2Bi2O9,2.2958000000000003
mvc-3437,Al2Fe2O7,1.0990000000000002
mp-1229137,Al2Fe3(BiO4)3,1.7252
mvc-13581,Al2Fe3(PO5)3,1.4291
mp-19533,Al2Fe3(SiO4)3,3.6413999999999986
mvc-10927,Al2Fe3F15,2.6977
mp-31801,Al2FeO4,2.7540999999999998
mp-1183004,Al2FeP2(HO)18,1.9649
mp-1078015,Al2FeS4,0.5640000000000001
mp-1228998,Al2Ga(PO4)3,5.0392
mp-1228996,Al2Ga2Bi2O9,2.9732
mp-1228953,Al2GaN3,3.1754
mp-643346,Al2Ge(HO3)2,3.8791
mp-561437,Al2Ge(O2F)2,4.0658
mp-9751,Al2Ge2O7,3.4013
mp-757796,Al2H10S3O17,5.6867
mp-707424,Al2H12(SeO5)3,4.7445
mp-850293,Al2H16S3O20,5.5739
mp-1238496,Al2H18SO15,4.948
mp-27346,Al2Hg3Cl8,2.4917
mp-685952,Al2Hg5Se8,0.23550000000000004
mp-756317,Al2HgO4,1.3461
mp-7906,Al2HgS4,2.0199000000000003
mp-3038,Al2HgSe4,1.4253999999999998
mp-7910,Al2HgTe4,1.1108000000000002
mvc-3514,Al2Mo2O7,0.6009000000000002
mvc-3780,Al2Ni2O7,1.0638999999999994
mp-605912,Al2NiCl8,1.1343
mp-37614,Al2NiO4,3.4756
mp-1143,Al2O3,5.853700000000001
mp-7188,Al2Os,0.3032000000000004
mp-1095763,Al2OsPd,0.04959999999999986
mp-706302,Al2P2H4O11,0.3052
mp-1215089,Al2P2H6NO11,0.16300000000000006
mp-708964,Al2P2H8C2NO8F,5.4001
mp-23819,Al2P2H9NO11,5.2559000000000005
mp-1199403,Al2P2NO11,0.4231
mp-1214928,Al2P2NO8,3.6558
mp-23995,Al2P3(HO3)3,6.2699
mp-605108,Al2P3H11O13,5.8945
mp-1215028,Al2P3H12(NO4)3,4.8157000000000005
mp-709723,Al2P3H17C4(NO6)2,5.2261000000000015
mp-556858,Al2P3H9(CO3)3,4.7339
mp-1201085,Al2P3O13,0.0009000000000000119
mp-1193864,Al2PH3O7,5.2329
mp-14941,Al2Pb3F12,5.2252
mp-1198485,Al2PbC2O11,0.00219999999999998
mp-21892,Al2PbO4,3.9425
mp-1103722,Al2PbS4,2.5887
mp-675374,Al2PbSe4,1.9961
mp-27452,Al2PdCl8,1.5737
mp-1097168,Al2PdPt,0.3605
mp-680477,Al2RhC4Cl7O4,2.0207
mvc-3378,Al2Sb2O7,0.1867000000000001
mp-1196459,Al2Sb5(Se2Br3)3,1.8019
mp-1229334,Al2Se3O28,0.09479999999999976
mp-6280,Al2Si(O2F)2,5.6953
mp-721216,Al2Si2H4O9,4.9329
mp-1199231,Al2Si2H8N2O9,0.9564
mp-755043,Al2Si2O7,5.0535000000000005
mp-1103547,Al2Si2O9,0.2835
mp-561246,Al2Si2Pb2O9,2.7575000000000003
mp-1195073,Al2Si2PbO8,4.2656
mp-1196501,Al2Si3(NO5)2,0.06840000000000003
mp-1157674,Al2Si3(NiO4)3,3.3223000000000003
mp-1163929,Al2Si3(SnO4)3,2.1257
mvc-4363,Al2Si3(WO4)3,1.3985000000000003
mp-706243,Al2Si3H8(NO5)2,4.4184
mp-707135,Al2Si4O11,4.1738
mp-4753,Al2SiO5,4.8355000000000015
mvc-3385,Al2Sn2O7,1.3476
mp-560633,Al2SnCl6O,3.9589999999999996
mp-1096117,Al2TcIr,0.02119999999999989
mp-1096100,Al2TcNi,0.13070000000000004
mp-1093622,Al2TcPt,0.05370000000000008
mp-1093720,Al2TcRh,0.0015000000000000568
mp-540629,Al2Te2Cl7,1.4057
mp-1214880,Al2Te4O11,2.8561
mp-9254,Al2Te5,1.0356
mp-1194492,Al2TeSO9,0.0033000000000000806
mp-555644,Al2Tl3(PO4)3,3.4349
mvc-16014,Al2V2O7,1.4553000000000005
mp-1163942,Al2V3(SiO4)3,2.0594
mp-568443,Al2VCl8,1.6263
mvc-3847,Al2W2O7,1.5294999999999996
mp-1228455,Al2Zn(SeS)2,1.7538
mp-1228522,Al2Zn2S5,2.9933000000000005
mp-2908,Al2ZnO4,3.8457
mp-4842,Al2ZnS4,2.4939
mp-7907,Al2ZnSe4,2.1511
mp-7908,Al2ZnTe4,1.6250999999999998
mp-608080,Al3(PO4)4,0.02079999999999949
mp-1199889,Al3(PO8)2,0.12709999999999996
mp-1193561,Al3(SiO5)2,0.0343
mp-31403,Al39Fe7Cu24,0.02890000000000015
mp-1228446,Al3BC,0.6052999999999997
mp-1228599,Al3BC3,1.7243999999999993
mp-1019380,Al3BN4,3.359
mp-1214839,Al3Bi(BO3)4,4.0925
mp-645282,Al3Bi5Br12,1.5953
mp-646102,Al3Bi5Cl12,1.8216
mp-645326,Al3Bi5I12,1.2291
mp-1215069,Al3Co(PO4)4,1.3906
mp-773244,Al3Cr3(SbO8)2,0.2662
mp-1228485,Al3CrO6,3.6388000000000007
mp-1214903,Al3FeSiBO9,3.4718
mp-1228436,Al3GaN4,3.4101
mp-675601,Al3NO3,4.0829
mp-698160,Al3P2H14(O5F)3,5.4724
mp-1215114,Al3P2H6O11,0.935
mp-1202100,Al3P3H7CNO13,5.2435
mp-1215156,Al3P3H7O12,2.9114
mp-1204696,Al3P3H8C2NO13,0.9554
mp-772922,Al3P3H9C2NO13,5.1942
mp-699455,Al3P3H9C3NO14,4.958100000000001
mp-738697,Al3P4H18C3N3O16,5.2174000000000005
mp-1215146,Al3P8NO36,0.031200000000000006
mp-541732,Al3Pb5F19,5.137600000000001
mp-24601,Al3Si2H3O10,5.476000000000001
mp-1229197,Al3Si3(PbO8)2,0.2632000000000001
mp-1214863,Al3Si3Ag4IO12,2.3680000000000003
mp-1200284,Al3Si3Pb2O13,0.05849999999999955
mp-28693,Al3Te3I,1.9651
mp-1229069,Al3Tl4Fe(As2O7)4,2.8428000000000004
mp-31408,Al4(B2O5)3,5.8173
mvc-12907,Al4(BiS4)3,0.34450000000000003
mvc-12845,Al4(BiSe4)3,0.07270000000000021
mvc-14109,Al4(CoO4)3,0.038000000000000256
mp-23426,Al4Bi2O9,2.7529000000000003
mp-1591,Al4C3,1.3154000000000003
mp-10990,Al4CN3O,0.15329999999999974
mp-13703,Al4CO4,3.8248
mp-1190488,Al4CdO7,3.0638
mp-19348,Al4Co(BO5)2,2.855700000000001
mp-1044552,Al4Co13Si2(SbO14)2,1.8638000000000003
mp-1044864,Al4Cr13Si2(SbO14)2,0.7113999999999994
mp-1133344,Al4Fe13Si2(SbO14)2,1.5741
mp-1229285,Al4Fe2CuP4(H8O13)2,0.7142000000000004
mp-1204107,Al4Fe2Si5O18,3.7282
mp-1228691,Al4GaSb5,0.9059999999999996
mp-1199608,Al4H12C15O31,0.3034000000000001
mp-1229278,Al4H50S7O52,1.6131
mp-1228698,Al4InAgS8,1.0279999999999996
mp-1228721,Al4InAgSe8,0.6583000000000001
mp-1228728,Al4InAgTe8,0.3946000000000001
mp-1228699,Al4InCuS8,1.0381
mp-706709,Al4P3(HO5)3,5.5706
